year,month,day_endofweek,statefips,State,initclaims_rate,contclaims_rate
2020,6,27,48,TX,0.927,10.6
2020,6,27,49,UT,0.413,5.39
2020,6,27,50,VT,0.754,15.6
2020,6,27,51,VA,0.999,14.7
2020,6,27,53,WA,1.08,14.7
2020,6,27,54,WV,0.443,9.23
2020,6,27,55,WI,0.917,8.48
2020,6,27,56,WY,0.549,6.43
2020,7,4,1,AL,0.96,9.62
2020,7,4,2,AK,2.08,18.6
2020,7,4,4,AZ,0.726,6.37
2020,7,4,5,AR,1.52,15.6
2020,7,4,6,CA,1.88,23.5
2020,7,4,8,CO,0.398,10.7
2020,7,4,9,CT,0.723,16.5
2020,7,4,10,DE,0.676,12
2020,7,4,11,DC,0.846,21.4
2020,7,4,12,FL,0.756,5.63
2020,7,4,13,GA,2.52,13.4
2020,7,4,15,HI,1.84,32.4
2020,7,4,16,ID,0.611,4.16
2020,7,4,17,IL,1.27,12.7
2020,7,4,18,IN,0.652,8.88
2020,7,4,19,IA,0.647,9.16
2020,7,4,20,KS,1.11,13.7
2020,7,4,21,KY,1.27,9.05
2020,7,4,22,LA,1.93,22.5
2020,7,4,23,ME,0.753,13
2020,7,4,24,MD,2.03,29.8
2020,7,4,25,MA,1.05,26.8
2020,7,4,26,MI,1.3,29.5
2020,7,4,27,MN,0.641,13.2
2020,7,4,28,MS,1.26,15.5
2020,7,4,29,MO,0.708,10.3
2020,7,4,30,MT,1.03,16.5
2020,7,4,31,NE,0.708,8.6
2020,7,4,32,NV,4.88,29.5
2020,7,4,33,NH,0.747,9.63
2020,7,4,34,NJ,1.31,21.1
2020,7,4,35,NM,0.875,16.6
2020,7,4,36,NY,1.56,30.4
2020,7,4,37,NC,1.01,14.2
2020,7,4,38,ND,0.592,9.1
2020,7,4,39,OH,1.42,15.3
2020,7,4,40,OK,0.618,7.12
2020,7,4,41,OR,0.713,11.1
2020,7,4,42,PA,3.85,58.3
2020,7,4,44,RI,1.73,21
2020,7,4,45,SC,1.14,11.4
2020,7,4,46,SD,0.203,4.25
2020,7,4,47,TN,1.08,12.5
2020,7,4,48,TX,1.07,10.2
2020,7,4,49,UT,0.392,5.3
2020,7,4,50,VT,0.67,14.5
2020,7,4,51,VA,1.03,16.5
2020,7,4,53,WA,1.01,14.1
2020,7,4,54,WV,0.418,8.81
2020,7,4,55,WI,0.977,8.09
2020,7,4,56,WY,0.573,5.62
2020,7,11,1,AL,1.2,9.16
2020,7,11,2,AK,3,18.1
2020,7,11,4,AZ,0.808,6.72
2020,7,11,5,AR,1.86,14.2
2020,7,11,6,CA,2.12,28
2020,7,11,8,CO,0.486,10.2
2020,7,11,9,CT,0.671,17.2
2020,7,11,10,DE,0.741,11.1
2020,7,11,11,DC,0.989,21.4
2020,7,11,12,FL,1.39,8.85
2020,7,11,13,GA,3.33,18.8
2020,7,11,15,HI,1.75,32.4
2020,7,11,16,ID,0.72,4.14
2020,7,11,17,IL,1.48,13.1
2020,7,11,18,IN,2.05,13.7
2020,7,11,19,IA,0.7,9.05
2020,7,11,20,KS,1.2,14.8
2020,7,11,21,KY,1.31,10.4
2020,7,11,22,LA,1.71,22.2
2020,7,11,23,ME,1.16,12.5
2020,7,11,24,MD,1.14,23
2020,7,11,25,MA,0.968,26.5
2020,7,11,26,MI,1.1,33
2020,7,11,27,MN,0.717,13.5
2020,7,11,28,MS,0.958,12.2
2020,7,11,29,MO,0.718,9.95
2020,7,11,30,MT,0.994,16.1
2020,7,11,31,NE,0.921,8.34
2020,7,11,32,NV,2.7,28.7
2020,7,11,33,NH,2.41,12.4
2020,7,11,34,NJ,1.3,21.1
2020,7,11,35,NM,0.968,16.7
2020,7,11,36,NY,1.51,28.9
2020,7,11,37,NC,0.958,13.9
2020,7,11,38,ND,0.685,9.64
2020,7,11,39,OH,2.21,14.9
2020,7,11,40,OK,0.633,7.17
2020,7,11,41,OR,0.825,11.7
2020,7,11,42,PA,3.91,65.9
2020,7,11,44,RI,1.7,21.2
2020,7,11,45,SC,1.3,11.9
2020,7,11,46,SD,0.292,4.99
2020,7,11,47,TN,1.02,12.4
2020,7,11,48,TX,0.99,10.7
2020,7,11,49,UT,0.391,5.32
2020,7,11,50,VT,0.687,14.3
2020,7,11,51,VA,1.06,17.5
2020,7,11,53,WA,1.41,13.8
2020,7,11,54,WV,0.511,8.66
2020,7,11,55,WI,1.03,9.31
2020,7,11,56,WY,0.599,5.85
2020,7,18,1,AL,1.17,8.92
2020,7,18,2,AK,2.06,17.3
2020,7,18,4,AZ,0.604,6.79
2020,7,18,5,AR,1.99,16.2
2020,7,18,6,CA,2.33,27.5
2020,7,18,8,CO,0.37,9.94
2020,7,18,9,CT,0.736,16.9
2020,7,18,10,DE,0.635,10.9
2020,7,18,11,DC,0.873,21.7
2020,7,18,12,FL,1.19,7.24
2020,7,18,13,GA,3.12,18.1
2020,7,18,15,HI,1.65,31.7
2020,7,18,16,ID,0.684,3.8
2020,7,18,17,IL,1.72,13.2
2020,7,18,18,IN,0.752,10.6
2020,7,18,19,IA,0.605,7.83
2020,7,18,20,KS,0.911,16.2
2020,7,18,21,KY,1.32,8.62
2020,7,18,22,LA,2.02,22.4
2020,7,18,23,ME,0.567,12.7
2020,7,18,24,MD,1.01,21.4
2020,7,18,25,MA,0.813,26.5
2020,7,18,26,MI,0.977,28.6
2020,7,18,27,MN,0.591,12.9
2020,7,18,28,MS,1.64,14.8
2020,7,18,29,MO,0.565,8.44
2020,7,18,30,MT,0.943,15.7
2020,7,18,31,NE,0.535,7.89
2020,7,18,32,NV,2.28,29.2
2020,7,18,33,NH,4.6,10.3
2020,7,18,34,NJ,0.793,20.7
2020,7,18,35,NM,1.16,18.4
2020,7,18,36,NY,1.55,29.7
2020,7,18,37,NC,0.965,13.9
2020,7,18,38,ND,0.478,8.78
2020,7,18,39,OH,1.77,14.8
2020,7,18,40,OK,0.647,6.9
2020,7,18,41,OR,0.987,11.6
2020,7,18,42,PA,3.59,59.6
2020,7,18,44,RI,2.06,21.3
2020,7,18,45,SC,1.04,12.1
2020,7,18,46,SD,0.192,4.52
2020,7,18,47,TN,1.08,13.7
2020,7,18,48,TX,0.865,10.2
2020,7,18,49,UT,0.371,5.26
2020,7,18,50,VT,0.659,14.4
2020,7,18,51,VA,1.31,19.2
2020,7,18,53,WA,1.03,13.6
2020,7,18,54,WV,0.472,8.76
2020,7,18,55,WI,0.91,9.44
2020,7,18,56,WY,1.03,5.77
2020,7,25,1,AL,0.836,8.81
2020,7,25,2,AK,1.91,16.8
2020,7,25,4,AZ,2.19,28.3
2020,7,25,5,AR,1.94,15.6
2020,7,25,6,CA,2.42,33.9
2020,7,25,8,CO,0.352,9.89
2020,7,25,9,CT,0.726,17.1
2020,7,25,10,DE,0.614,11.1
2020,7,25,11,DC,0.771,21.7
2020,7,25,12,FL,1.04,6.69
2020,7,25,13,GA,2.01,19.9
2020,7,25,15,HI,1.46,33.1
2020,7,25,16,ID,0.584,3.69
2020,7,25,17,IL,0.616,12.7
2020,7,25,18,IN,0.811,11.2
2020,7,25,19,IA,0.507,8.07
2020,7,25,20,KS,1.13,12.3
2020,7,25,21,KY,1.16,9.61
2020,7,25,22,LA,1.51,23.1
2020,7,25,23,ME,0.376,13.3
2020,7,25,24,MD,0.729,15.5
2020,7,25,25,MA,0.904,27.1
2020,7,25,26,MI,0.871,31.9
2020,7,25,27,MN,0.511,12.6
2020,7,25,28,MS,1.02,13.1
2020,7,25,29,MO,0.544,8.39
2020,7,25,30,MT,1,17.7
2020,7,25,31,NE,0.509,7.36
2020,7,25,32,NV,3.4,32.4
2020,7,25,33,NH,1.13,11
2020,7,25,34,NJ,1.18,21
2020,7,25,35,NM,1.15,19.5
2020,7,25,36,NY,1.4,30.6
2020,7,25,37,NC,0.901,14.3
2020,7,25,38,ND,0.323,8.43
2020,7,25,39,OH,1.46,14
2020,7,25,40,OK,0.596,6.93
2020,7,25,41,OR,1.48,13.3
2020,7,25,42,PA,2.63,31.2
2020,7,25,44,RI,3.1,22.1
2020,7,25,45,SC,0.914,12.1
2020,7,25,46,SD,0.204,4.36
2020,7,25,47,TN,0.867,14.3
2020,7,25,48,TX,0.71,11.7
2020,7,25,49,UT,0.312,5.17
2020,7,25,50,VT,0.614,14.2
2020,7,25,51,VA,1.54,18.4
2020,7,25,53,WA,0.941,13
2020,7,25,54,WV,0.392,8.63
2020,7,25,55,WI,0.845,10.2
2020,7,25,56,WY,0.736,5.91
2020,8,1,1,AL,0.639,8.91
2020,8,1,2,AK,1.7,17.3
2020,8,1,4,AZ,1.11,15.9
2020,8,1,5,AR,1.75,15.7
2020,8,1,6,CA,2.19,28.9
2020,8,1,8,CO,0.285,9.55
2020,8,1,9,CT,0.664,16.7
2020,8,1,10,DE,0.498,11.1
2020,8,1,11,DC,0.657,21.7
2020,8,1,12,FL,0.886,6.11
2020,8,1,13,GA,1.64,19
2020,8,1,15,HI,1.23,32.9
2020,8,1,16,ID,0.43,5.38
2020,8,1,17,IL,0.462,12.4
2020,8,1,18,IN,0.567,11
2020,8,1,19,IA,0.455,7.59
2020,8,1,20,KS,1.01,12.2
2020,8,1,21,KY,1.16,7.58
2020,8,1,22,LA,0.914,23.4
2020,8,1,23,ME,0.317,12.2
2020,8,1,24,MD,0.539,14.4
2020,8,1,25,MA,0.665,26
2020,8,1,26,MI,0.703,27
2020,8,1,27,MN,0.407,12
2020,8,1,28,MS,0.775,14.2
2020,8,1,29,MO,0.412,8.21
2020,8,1,30,MT,0.71,15
2020,8,1,31,NE,0.401,6.96
2020,8,1,32,NV,2.09,30.6
2020,8,1,33,NH,0.415,10.5
2020,8,1,34,NJ,0.817,21
2020,8,1,35,NM,0.891,19.2
2020,8,1,36,NY,1.25,32
2020,8,1,37,NC,0.565,13.3
2020,8,1,38,ND,0.269,8.05
2020,8,1,39,OH,1.18,12.9
2020,8,1,40,OK,0.437,6.69
2020,8,1,41,OR,1.33,14.1
2020,8,1,42,PA,1.66,25.1
2020,8,1,44,RI,2.8,22.7
2020,8,1,45,SC,0.677,11.9
2020,8,1,46,SD,0.193,4.29
2020,8,1,47,TN,0.502,11.8
2020,8,1,48,TX,0.578,10.6
2020,8,1,49,UT,0.244,4.87
2020,8,1,50,VT,0.631,13.5
2020,8,1,51,VA,0.8,14
2020,8,1,53,WA,0.795,12.6
2020,8,1,54,WV,0.314,8.02
2020,8,1,55,WI,0.71,9.76
2020,8,1,56,WY,0.482,5.94
2020,8,8,1,AL,0.517,8.61
2020,8,8,2,AK,1.44,14.9
2020,8,8,4,AZ,0.831,14.6
2020,8,8,5,AR,1.18,15.2
2020,8,8,6,CA,1.89,32.6
2020,8,8,8,CO,0.25,8.84
2020,8,8,9,CT,0.463,15.7
2020,8,8,10,DE,0.414,9.64
2020,8,8,11,DC,0.51,21.2
2020,8,8,12,FL,0.694,5.49
2020,8,8,13,GA,1.36,16.3
2020,8,8,15,HI,1.18,30.1
2020,8,8,16,ID,0.392,4.49
2020,8,8,17,IL,0.413,12.2
2020,8,8,18,IN,0.531,9.93
2020,8,8,19,IA,0.349,6.97
2020,8,8,20,KS,1.34,14.7
2020,8,8,21,KY,0.936,9.33
2020,8,8,22,LA,0.732,21.7
2020,8,8,23,ME,0.29,12
2020,8,8,24,MD,0.394,13.4
2020,8,8,25,MA,0.615,23.6
2020,8,8,26,MI,0.643,28.8
2020,8,8,27,MN,0.302,10.9
2020,8,8,28,MS,0.664,15.6
2020,8,8,29,MO,0.339,6.97
2020,8,8,30,MT,0.576,12.6
2020,8,8,31,NE,0.369,6.35
2020,8,8,32,NV,1.97,30.6
2020,8,8,33,NH,0.428,10.6
2020,8,8,34,NJ,0.543,19.5
2020,8,8,35,NM,0.752,15
2020,8,8,36,NY,0.834,29.3
2020,8,8,37,NC,0.452,12.1
2020,8,8,38,ND,0.949,6.92
2020,8,8,39,OH,0.583,13.9
2020,8,8,40,OK,0.359,7.06
2020,8,8,41,OR,0.73,14.6
2020,8,8,42,PA,1.18,25.8
2020,8,8,44,RI,1.87,21
2020,8,8,45,SC,0.461,10.9
2020,8,8,46,SD,0.257,4.36
2020,8,8,47,TN,0.428,10.8
2020,8,8,48,TX,0.471,10.8
2020,8,8,49,UT,0.231,4.5
2020,8,8,50,VT,0.356,12.9
2020,8,8,51,VA,0.415,11.3
2020,8,8,53,WA,0.704,11.5
2020,8,8,54,WV,0.249,7.86
2020,8,8,55,WI,0.54,8.58
2020,8,8,56,WY,0.473,5.2
2020,8,15,1,AL,0.584,7.71
2020,8,15,2,AK,1.44,13.8
2020,8,15,4,AZ,0.901,14.2
2020,8,15,5,AR,1.44,14.2
2020,8,15,6,CA,1.87,32.3
2020,8,15,8,CO,0.294,8.65
2020,8,15,9,CT,0.565,15.4
2020,8,15,10,DE,0.442,9.34
2020,8,15,11,DC,0.544,20.9
2020,8,15,12,FL,0.803,4.96
2020,8,15,13,GA,1.27,15.9
2020,8,15,15,HI,1.31,32.8
2020,8,15,16,ID,0.448,4.52
2020,8,15,17,IL,0.401,11.8
2020,8,15,18,IN,0.541,9.6
2020,8,15,19,IA,0.403,6.35
2020,8,15,20,KS,1.88,19.7
2020,8,15,21,KY,1,7.62
2020,8,15,22,LA,0.944,18.6
2020,8,15,23,ME,0.359,11.2
2020,8,15,24,MD,0.397,12.9
2020,8,15,25,MA,0.772,25.4
2020,8,15,26,MI,0.681,23.5
2020,8,15,27,MN,0.388,10.3
2020,8,15,28,MS,0.724,11
2020,8,15,29,MO,0.396,6.76
2020,8,15,30,MT,0.62,12.1
2020,8,15,31,NE,0.429,5.72
2020,8,15,32,NV,1.51,24
2020,8,15,33,NH,0.557,8.96
2020,8,15,34,NJ,0.979,19.6
2020,8,15,35,NM,0.704,14.2
2020,8,15,36,NY,0.994,29.8
2020,8,15,37,NC,0.546,11.7
2020,8,15,38,ND,0.405,7.05
2020,8,15,39,OH,0.633,13.4
2020,8,15,40,OK,0.41,6.7
2020,8,15,41,OR,0.394,12.9
2020,8,15,42,PA,1.03,23.8
2020,8,15,44,RI,4.91,19.7
2020,8,15,45,SC,0.57,9.71
2020,8,15,46,SD,0.192,2.81
2020,8,15,47,TN,0.576,11
2020,8,15,48,TX,0.577,9.75
2020,8,15,49,UT,0.236,4.27
2020,8,15,50,VT,0.233,12.3
2020,8,15,51,VA,0.428,11.9
2020,8,15,53,WA,0.735,11
2020,8,15,54,WV,0.303,7.44
2020,8,15,55,WI,0.559,8.18
2020,8,15,56,WY,0.35,4.91
2020,8,22,1,AL,0.458,7.3
2020,8,22,2,AK,1.34,13.8
2020,8,22,4,AZ,1.47,14.6
2020,8,22,5,AR,1.54,12.6
2020,8,22,6,CA,2.35,44.3
2020,8,22,8,CO,0.283,8.44
2020,8,22,9,CT,0.392,15.7
2020,8,22,10,DE,0.378,8.85
2020,8,22,11,DC,0.459,20.4
2020,8,22,12,FL,0.581,4.44
2020,8,22,13,GA,1.24,15.7
2020,8,22,15,HI,1.28,29.2
2020,8,22,16,ID,0.457,4.26
2020,8,22,17,IL,0.472,11.5
2020,8,22,18,IN,0.503,9.41
2020,8,22,19,IA,0.432,6.56
2020,8,22,20,KS,2.06,19.8
2020,8,22,21,KY,0.927,8.79
2020,8,22,22,LA,0.853,18.5
2020,8,22,23,ME,0.356,10.2
2020,8,22,24,MD,0.337,12.8
2020,8,22,25,MA,0.791,24.7
2020,8,22,26,MI,0.69,26.9
2020,8,22,27,MN,0.348,9.86
2020,8,22,28,MS,0.485,10
2020,8,22,29,MO,0.352,6.49
2020,8,22,30,MT,0.838,14.4
2020,8,22,31,NE,0.384,5.49
2020,8,22,32,NV,1.28,23.2
2020,8,22,33,NH,0.39,8.87
2020,8,22,34,NJ,0.703,19.3
2020,8,22,35,NM,0.619,13.7
2020,8,22,36,NY,0.981,31.3
2020,8,22,37,NC,0.432,11
2020,8,22,38,ND,0.362,6.63
2020,8,22,39,OH,0.563,12.9
2020,8,22,40,OK,0.388,6.65
2020,8,22,41,OR,0.367,12.7
2020,8,22,42,PA,0.984,23.4
2020,8,22,44,RI,4.25,19.9
2020,8,22,45,SC,0.456,10.1
2020,8,22,46,SD,0.199,3.43
2020,8,22,47,TN,0.479,10.7
2020,8,22,48,TX,0.486,9.91
2020,8,22,49,UT,0.245,3.93
2020,8,22,50,VT,0.217,11.7
2020,8,22,51,VA,0.344,11.3
2020,8,22,53,WA,0.656,11.1
2020,8,22,54,WV,0.261,7.14
2020,8,22,55,WI,0.515,7.56
2020,8,22,56,WY,0.404,4.69
2020,8,29,1,AL,0.465,7.17
2020,8,29,2,AK,1.26,13.4
2020,8,29,4,AZ,2.14,14.9
2020,8,29,5,AR,1.19,12
2020,8,29,6,CA,3.22,51
2020,8,29,8,CO,0.29,8.23
2020,8,29,9,CT,0.358,16.4
2020,8,29,10,DE,0.356,8.57
2020,8,29,11,DC,0.401,20.3
2020,8,29,12,FL,0.441,4.41
2020,8,29,13,GA,1.12,15.6
2020,8,29,15,HI,1.45,32.4
2020,8,29,16,ID,0.428,3.91
2020,8,29,17,IL,0.475,11
2020,8,29,18,IN,0.544,10.1
2020,8,29,19,IA,0.406,6.2
2020,8,29,20,KS,1.92,15
2020,8,29,21,KY,0.923,7.62
2020,8,29,22,LA,1.1,18.4
2020,8,29,23,ME,0.472,9.82
2020,8,29,24,MD,0.319,12.7
2020,8,29,25,MA,0.775,23.8
2020,8,29,26,MI,0.669,23.6
2020,8,29,27,MN,0.331,9.47
2020,8,29,28,MS,0.51,9.75
2020,8,29,29,MO,0.388,6.27
2020,8,29,30,MT,1.03,16.9
2020,8,29,31,NE,0.338,4.88
2020,8,29,32,NV,1.2,22.7
2020,8,29,33,NH,0.419,8.33
2020,8,29,34,NJ,0.685,19.2
2020,8,29,35,NM,0.559,13.7
2020,8,29,36,NY,0.99,31.8
2020,8,29,37,NC,0.406,10.8
2020,8,29,38,ND,0.376,6.11
2020,8,29,39,OH,0.586,13
2020,8,29,40,OK,0.376,7.17
2020,8,29,41,OR,0.362,12.5
2020,8,29,42,PA,0.928,21.9
2020,8,29,44,RI,4.55,20.8
2020,8,29,45,SC,0.419,9.83
2020,8,29,46,SD,0.155,3.06
2020,8,29,47,TN,0.526,10.8
2020,8,29,48,TX,0.547,9.24
2020,8,29,49,UT,0.208,3.49
2020,8,29,50,VT,0.236,11.3
2020,8,29,51,VA,0.313,11.1
2020,8,29,53,WA,0.687,10.3
2020,8,29,54,WV,0.254,6.86
2020,8,29,55,WI,0.461,7.12
2020,8,29,56,WY,0.384,4.52
2020,9,5,1,AL,0.453,7.17
2020,9,5,2,AK,1.2,12.9
2020,9,5,4,AZ,3.17,15.4
2020,9,5,5,AR,1.01,10.6
2020,9,5,6,CA,3.53,50.3
2020,9,5,8,CO,0.262,7.97
2020,9,5,9,CT,0.339,14.4
2020,9,5,10,DE,0.355,8.23
2020,9,5,11,DC,1.03,20
2020,9,5,12,FL,0.47,3.97
2020,9,5,13,GA,1.09,15.2
2020,9,5,15,HI,1.54,34.3
2020,9,5,16,ID,0.437,3.69
2020,9,5,17,IL,0.46,10.9
2020,9,5,18,IN,0.619,11.3
2020,9,5,19,IA,0.356,5.78
2020,9,5,20,KS,1.71,15.7
2020,9,5,21,KY,0.56,8.34
2020,9,5,22,LA,1.54,18.8
2020,9,5,23,ME,0.416,9.51
2020,9,5,24,MD,0.313,12.4
2020,9,5,25,MA,0.788,23.6
2020,9,5,26,MI,0.598,25.5
2020,9,5,27,MN,0.365,9.43
2020,9,5,28,MS,0.468,11.8
2020,9,5,29,MO,0.385,6.17
2020,9,5,30,MT,1.05,15.9
2020,9,5,31,NE,0.351,4.95
2020,9,5,32,NV,1.15,22.1
2020,9,5,33,NH,0.369,7.97
2020,9,5,34,NJ,0.916,18.5
2020,9,5,35,NM,0.534,13.8
2020,9,5,36,NY,1.03,30.6
2020,9,5,37,NC,0.437,11
2020,9,5,38,ND,0.42,5.86
2020,9,5,39,OH,0.554,12.5
2020,9,5,40,OK,0.417,7.62
2020,9,5,41,OR,0.542,13
2020,9,5,42,PA,0.864,21.6
2020,9,5,44,RI,5.8,20.7
2020,9,5,45,SC,0.388,9.59
2020,9,5,46,SD,0.141,2.74
2020,9,5,47,TN,0.506,11.1
2020,9,5,48,TX,0.638,9.67
2020,9,5,49,UT,0.209,3.11
2020,9,5,50,VT,0.229,10.9
2020,9,5,51,VA,0.323,10.8
2020,9,5,53,WA,0.752,10.3
2020,9,5,54,WV,0.265,6.59
2020,9,5,55,WI,0.452,6.8
2020,9,5,56,WY,0.343,4.44
2020,9,12,1,AL,0.453,6.69
2020,9,12,2,AK,1.11,12.2
2020,9,12,4,AZ,4.93,16.5
2020,9,12,5,AR,0.829,9.54
2020,9,12,6,CA,2.22,33.5
2020,9,12,8,CO,0.214,7.56
2020,9,12,9,CT,0.32,12.1
2020,9,12,10,DE,0.347,7.93
2020,9,12,11,DC,0.392,20.1
2020,9,12,12,FL,0.427,4.01
2020,9,12,13,GA,0.928,14.5
2020,9,12,15,HI,1.51,32.8
2020,9,12,16,ID,0.423,3.42
2020,9,12,17,IL,0.485,10.2
2020,9,12,18,IN,0.772,13.5
2020,9,12,19,IA,0.313,5.68
2020,9,12,20,KS,1.85,21
2020,9,12,21,KY,0.518,7.17
2020,9,12,22,LA,1.13,18.5
2020,9,12,23,ME,0.349,8.18
2020,9,12,24,MD,0.354,13.3
2020,9,12,25,MA,0.787,23
2020,9,12,26,MI,0.775,24.7
2020,9,12,27,MN,0.373,9.35
2020,9,12,28,MS,0.498,10.4
2020,9,12,29,MO,0.318,5.91
2020,9,12,30,MT,1.06,15.5
2020,9,12,31,NE,0.393,4.78
2020,9,12,32,NV,1.21,21.3
2020,9,12,33,NH,0.362,7.15
2020,9,12,34,NJ,0.639,17.9
2020,9,12,35,NM,0.496,13.6
2020,9,12,36,NY,0.979,27.7
2020,9,12,37,NC,0.406,10.5
2020,9,12,38,ND,0.417,5.68
2020,9,12,39,OH,0.503,12.2
2020,9,12,40,OK,0.356,7.34
2020,9,12,41,OR,0.4,11.5
2020,9,12,42,PA,0.927,21.8
2020,9,12,44,RI,3.07,20.8
2020,9,12,45,SC,0.329,9.22
2020,9,12,46,SD,0.089,2.12
2020,9,12,47,TN,0.482,11.3
2020,9,12,48,TX,0.478,9.04
2020,9,12,49,UT,0.186,2.86
2020,9,12,50,VT,0.19,10.4
2020,9,12,51,VA,0.3,10.5
2020,9,12,53,WA,0.728,9.92
2020,9,12,54,WV,0.236,6.34
2020,9,12,55,WI,0.431,6.42
2020,9,12,56,WY,0.286,4.12
2020,9,19,1,AL,0.468,6.73
2020,9,19,2,AK,1.13,11.9
2020,9,19,4,AZ,6.01,17.6
2020,9,19,5,AR,0.869,9.58
2020,9,19,6,CA,1.68,34.7
2020,9,19,8,CO,0.223,7.83
2020,9,19,9,CT,0.316,12.7
2020,9,19,10,DE,0.389,8.08
2020,9,19,11,DC,0.431,19.9
2020,9,19,12,FL,0.472,3.62
2020,9,19,13,GA,1.1,15.8
2020,9,19,15,HI,1.49,35.6
2020,9,19,16,ID,0.396,3.3
2020,9,19,17,IL,0.468,10.7
2020,9,19,18,IN,0.699,12.7
2020,9,19,19,IA,0.405,5.68
2020,9,19,20,KS,2.05,21.5
2020,9,19,21,KY,0.522,7.94
2020,9,19,22,LA,1.2,17.9
2020,9,19,23,ME,0.384,7.86
2020,9,19,24,MD,0.314,12.9
2020,9,19,25,MA,0.914,23.3
2020,9,19,26,MI,0.842,26
2020,9,19,27,MN,0.361,8.9
2020,9,19,28,MS,0.546,10.1
2020,9,19,29,MO,0.292,5.79
2020,9,19,30,MT,0.977,13.9
2020,9,19,31,NE,0.469,5.36
2020,9,19,32,NV,1.27,21.4
2020,9,19,33,NH,0.329,7.04
2020,9,19,34,NJ,0.823,18.1
2020,9,19,35,NM,0.528,13.6
2020,9,19,36,NY,1.16,30.9
2020,9,19,37,NC,0.454,10.5
2020,9,19,38,ND,0.418,5.66
2020,9,19,39,OH,0.569,12.8
2020,9,19,40,OK,0.338,7.2
2020,9,19,41,OR,0.694,13.9
2020,9,19,42,PA,0.976,22
2020,9,19,44,RI,2.2,17.5
2020,9,19,45,SC,0.353,9.14
2020,9,19,46,SD,0.13,2.12
2020,9,19,47,TN,0.506,11.2
2020,9,19,48,TX,0.399,9.08
2020,9,19,49,UT,0.204,2.68
2020,9,19,50,VT,0.203,10
2020,9,19,51,VA,0.317,10.4
2020,9,19,53,WA,0.726,9.63
2020,9,19,54,WV,0.279,6.33
2020,9,19,55,WI,0.457,6.62
2020,9,19,56,WY,0.303,4.19
2020,9,26,1,AL,0.453,.
2020,9,26,2,AK,1.11,.
2020,9,26,4,AZ,6.43,.
2020,9,26,5,AR,0.793,.
2020,9,26,6,CA,1.68,.
2020,9,26,8,CO,0.231,.
2020,9,26,9,CT,0.302,.
2020,9,26,10,DE,0.399,.
2020,9,26,11,DC,0.506,.
2020,9,26,12,FL,0.504,.
2020,9,26,13,GA,0.959,.
2020,9,26,15,HI,1.52,.
2020,9,26,16,ID,0.342,.
2020,9,26,17,IL,0.539,.
2020,9,26,18,IN,0.646,.
2020,9,26,19,IA,0.315,.
2020,9,26,20,KS,1.86,.
2020,9,26,21,KY,0.472,.
2020,9,26,22,LA,1.38,.
2020,9,26,23,ME,0.815,.
2020,9,26,24,MD,0.4,.
2020,9,26,25,MA,0.953,.
2020,9,26,26,MI,0.697,.
2020,9,26,27,MN,0.309,.
2020,9,26,28,MS,0.531,.
2020,9,26,29,MO,0.261,.
2020,9,26,30,MT,0.921,.
2020,9,26,31,NE,0.461,.
2020,9,26,32,NV,1.21,.
2020,9,26,33,NH,0.333,.
2020,9,26,34,NJ,0.989,.
2020,9,26,35,NM,0.479,.
2020,9,26,36,NY,1.03,.
2020,9,26,37,NC,0.466,.
2020,9,26,38,ND,0.432,.
2020,9,26,39,OH,0.628,.
2020,9,26,40,OK,0.328,.
2020,9,26,41,OR,0.496,.
2020,9,26,42,PA,1.07,.
2020,9,26,44,RI,1.79,.
2020,9,26,45,SC,0.367,.
2020,9,26,46,SD,0.0681,.
2020,9,26,47,TN,0.522,.
2020,9,26,48,TX,0.343,.
2020,9,26,49,UT,0.195,.
2020,9,26,50,VT,0.191,.
2020,9,26,51,VA,0.283,.
2020,9,26,53,WA,0.641,.
2020,9,26,54,WV,0.239,.
2020,9,26,55,WI,0.429,.
2020,9,26,56,WY,0.312,.
